,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,income_missing,dependents_missing,has_delinquency_data_error,estimated_monthly_debt_payment,disposable_income_estimate,total_past_delinquencies
97392,0,0.011544817,51,0,0.408287968,9000.0,17,0,2,0,1.0,0,0,0,3674.591712,5325.4082880000005,0
97393,0,0.619832625,58,0,0.384515439,13083.0,10,0,2,0,1.0,0,0,0,5030.615488437,8052.384511563,0
97394,0,0.823222148,42,0,0.337944664,7083.0,5,0,0,0,2.0,0,0,0,2393.662055112,4689.3379448880005,0
97395,0,0.746804018,62,0,0.382289417,8333.0,11,0,3,0,1.0,0,0,0,3185.6177118610003,5147.382288139,0
97396,0,0.241109469,41,0,0.52715292,4400.0,4,0,1,0,1.0,0,0,0,2319.472848,2080.527152,0
97397,0,0.9999999,38,0,0.044656743,4500.0,2,0,0,0,3.0,0,0,0,200.9553435,4299.0446565,0
97398,0,0.016861488,79,0,0.005261773,3800.0,9,0,0,0,0.0,0,0,0,19.994737399999998,3780.0052626,0
97399,1,0.286523783,55,1,0.675620188,5844.0,9,0,4,0,3.0,0,0,0,3948.324378672,1895.675621328,1
97400,0,0.819966374,49,0,2.466527819,3360.0,10,0,2,0,1.0,0,0,0,8287.533471839999,-4927.533471839999,0
97401,0,0.000695622,65,0,5.0,5400.0,6,0,2,0,0.0,1,0,0,27000.0,-21600.0,0
97402,0,0.40237512,54,0,0.448420588,4526.0,13,0,1,0,1.0,0,0,0,2029.551581288,2496.4484187119997,0
97403,0,0.076434126,46,0,5.0,5400.0,3,0,0,0,0.0,1,1,0,27000.0,-21600.0,0
97404,1,0.145974798,40,0,0.347227485,7916.0,12,0,1,0,1.0,0,0,0,2748.65277126,5167.34722874,0
97405,0,0.628389377,38,0,0.597891292,5500.0,9,0,3,0,0.0,0,0,0,3288.402106,2211.597894,0
97406,0,0.25774845,41,0,0.253392373,7000.0,3,0,2,0,0.0,0,0,0,1773.746611,5226.2533889999995,0
97407,0,0.049283954,56,0,0.744127936,2000.0,8,0,1,0,0.0,0,0,0,1488.2558720000002,511.7441279999998,0
97408,0,0.034919139,55,0,0.126474609,19750.0,20,0,1,0,1.0,0,0,0,2497.8735277499995,17252.126472250002,0
97409,0,0.227035917,60,0,0.466963473,9882.0,23,0,2,0,0.0,0,0,0,4614.533040186,5267.466959814,0
97410,0,0.00300804,76,0,0.344663834,4000.0,16,0,1,0,0.0,0,0,0,1378.655336,2621.344664,0
97411,0,0.380573084,65,0,5.0,5400.0,8,0,3,0,0.0,1,0,0,27000.0,-21600.0,0
97412,0,0.020326776,25,0,0.102463406,2800.0,6,0,0,0,0.0,0,0,0,286.8975368,2513.1024632,0
97413,0,2.0,47,0,1.0,5400.0,3,0,0,0,0.0,1,0,0,5400.0,0.0,0
97414,0,0.055209525,60,0,1.126873127,1000.0,9,0,1,0,0.0,0,0,0,1126.873127,-126.87312700000007,0
97415,0,0.022480979,37,0,0.067585919,9572.0,17,0,0,0,0.0,0,0,0,646.932416668,8925.067583332,0
97416,0,0.200305518,61,0,0.284171076,9071.0,19,0,2,0,1.0,0,0,0,2577.715830396,6493.2841696039995,0
97417,0,0.241610365,45,0,0.477704459,5000.0,10,0,2,0,0.0,0,0,0,2388.522295,2611.477705,0
97418,0,0.136600444,66,0,0.066312116,6016.0,6,0,0,0,4.0,0,0,0,398.933689856,5617.066310144,0
97419,0,0.251512228,52,0,1.644326867,1700.0,9,0,2,0,3.0,0,0,0,2795.3556739,-1095.3556739,0
97420,0,0.771300448,55,0,0.340794133,7907.0,17,0,1,0,1.0,0,0,0,2694.659209631,5212.340790369,0
97421,0,0.053442756,54,0,0.019330756,7500.0,6,0,0,0,0.0,0,0,0,144.98067,7355.01933,0
97422,0,0.4646541,48,0,5.0,5400.0,11,0,1,0,0.0,1,0,0,27000.0,-21600.0,0
97423,0,0.01337392,54,0,0.129181084,2600.0,12,0,0,0,1.0,0,0,0,335.8708184,2264.1291816,0
97424,0,0.447223733,45,0,0.653607103,9009.0,14,0,3,0,3.0,0,0,0,5888.346390927,3120.6536090729996,0
97425,0,0.090574755,55,0,0.489884393,3459.0,13,0,1,0,0.0,0,0,0,1694.5101153869998,1764.4898846130002,0
97426,0,0.25906091,64,0,5.0,5400.0,5,0,0,0,0.0,1,1,0,27000.0,-21600.0,0
97427,0,0.355813755,48,0,0.89011683,9500.0,9,0,3,0,0.0,0,0,0,8456.109885,1043.8901150000002,0
97428,0,0.077311832,36,1,2.41011236,1245.0,11,0,3,0,1.0,0,0,0,3000.5898881999997,-1755.5898881999997,1
97429,0,0.029487112,66,0,0.37973043,7715.0,11,0,2,0,1.0,0,0,0,2929.62026745,4785.37973255,0
97430,0,0.081013516,71,0,5.0,0.0,5,0,1,0,2.0,0,0,0,0.0,0.0,0
97431,0,0.221705237,61,0,5.0,5400.0,8,0,3,0,0.0,1,0,0,27000.0,-21600.0,0
97432,0,0.341863255,38,0,0.304628999,2937.0,3,0,1,0,1.0,0,0,0,894.695370063,2042.3046299369998,0
97433,0,0.277115927,81,0,0.210194544,9200.0,6,0,2,0,1.0,0,0,0,1933.7898048000002,7266.210195199999,0
97434,0,0.9999999,43,0,0.0,5400.0,0,0,0,0,0.0,1,0,0,0.0,5400.0,0
97435,0,0.348969128,48,0,0.03721473,7711.0,2,0,0,0,0.0,0,0,0,286.96278303,7424.03721697,0
97436,0,0.395900818,47,1,0.764478764,2330.0,10,0,1,0,0.0,0,0,0,1781.23552012,548.76447988,1
97437,0,0.292423723,39,1,0.45877725,6100.0,9,1,3,1,1.0,0,0,0,2798.541225,3301.458775,3
97438,1,0.419983268,71,1,0.375204508,5500.0,12,1,2,0,0.0,0,0,0,2063.624794,3436.375206,2
97439,0,0.022536115,54,0,0.164866811,4166.0,8,0,0,0,1.0,0,0,0,686.835134626,3479.164865374,0
97440,0,0.106263067,35,0,0.221759259,2159.0,3,0,0,0,0.0,0,0,0,478.77824018099994,1680.221759819,0
97441,0,0.220059995,53,0,0.307173207,4000.0,5,0,1,0,0.0,0,0,0,1228.692828,2771.307172,0
97442,0,0.408277646,48,0,0.189405016,8890.0,12,0,0,0,4.0,0,0,0,1683.81059224,7206.18940776,0
97443,0,0.774276625,64,0,0.288611017,2958.0,4,0,0,0,0.0,0,0,0,853.7113882860001,2104.2886117139997,0
97444,0,0.563022924,68,0,0.030996125,8000.0,3,1,0,0,2.0,0,0,0,247.969,7752.031,1
97445,0,0.026325934,75,0,5.0,5400.0,5,0,1,0,1.0,1,0,0,27000.0,-21600.0,0
97446,0,0.017810329,52,0,0.626168224,3530.0,14,0,2,0,3.0,0,0,0,2210.37383072,1319.6261692799999,0
97447,0,0.932135729,37,1,0.358758999,5833.0,2,1,1,0,0.0,0,0,0,2092.6412411670003,3740.3587588329997,2
97448,0,0.173457211,62,0,0.541417592,7025.0,26,0,2,0,2.0,0,0,0,3803.4585838,3221.5414162,0
97449,0,0.998363711,64,0,0.375354554,9518.0,6,0,4,0,1.0,0,0,0,3572.624644972,5945.375355028,0
97450,0,0.040959041,39,0,5.0,5400.0,4,0,1,0,0.0,1,0,0,27000.0,-21600.0,0
97451,0,0.094985309,40,0,5.0,0.0,10,0,2,0,3.0,0,0,0,0.0,0.0,0
97452,0,0.168990729,74,0,0.324279287,6000.0,10,0,1,0,1.0,0,0,0,1945.6757220000002,4054.324278,0
97453,1,0.704154952,28,0,3.547277937,348.0,5,0,0,0,4.0,0,0,0,1234.452722076,-886.4527220760001,0
97454,0,0.08618774,38,0,0.694522191,2500.0,9,0,1,0,2.0,0,0,0,1736.3054775,763.6945225,0
97455,0,0.396738138,57,0,5.0,5400.0,20,0,2,0,0.0,1,0,0,27000.0,-21600.0,0
97456,0,0.029506003,92,0,0.043982407,5001.0,9,0,1,0,0.0,0,0,0,219.95601740700002,4781.043982593,0
97457,0,0.048444759,71,0,0.199003138,5416.0,7,0,1,0,0.0,0,0,0,1077.800995408,4338.199004592,0
97458,0,0.021542178,67,0,2.422721646,10500.0,13,0,2,0,0.0,0,0,0,25438.577283,-14938.577282999999,0
97459,0,0.9999999,41,0,5.0,5400.0,5,0,1,0,0.0,1,0,0,27000.0,-21600.0,0
97460,0,1.019357583,41,0,0.713673688,2800.0,9,0,1,1,1.0,0,0,0,1998.2863264,801.7136736,1
97461,0,0.006130831,64,0,0.000884521,10174.0,6,0,0,0,0.0,0,0,0,8.999116654,10165.000883346,0
97462,0,0.420794418,44,0,0.566347665,7000.0,6,0,1,0,2.0,0,0,0,3964.433655,3035.566345,0
97463,0,0.319595565,48,0,0.58607714,3188.0,22,0,1,0,0.0,0,0,0,1868.41392232,1319.58607768,0
97464,0,0.972572735,41,0,5.0,5400.0,12,0,1,0,3.0,1,0,0,27000.0,-21600.0,0
97465,0,0.000163259,58,0,5.0,5400.0,12,0,1,0,0.0,1,1,0,27000.0,-21600.0,0
97466,0,1.03654485,32,1,5.0,5400.0,2,0,0,0,0.0,1,0,0,27000.0,-21600.0,1
97467,0,0.15009769,44,0,0.81555295,2558.0,2,0,1,0,0.0,0,0,0,2086.1844461,471.81555389999994,0
97468,0,0.006815807,32,0,0.004997501,2000.0,12,0,0,0,0.0,0,0,0,9.995002,1990.004998,0
97469,0,0.041089041,39,0,0.076991445,9000.0,7,0,0,0,0.0,0,0,0,692.9230050000001,8307.076995,0
97470,0,0.0,54,0,0.296061519,9622.0,7,0,2,0,1.0,0,0,0,2848.703935818,6773.296064182,0
97471,0,0.271058948,46,0,5.0,5400.0,9,0,2,0,0.0,1,0,0,27000.0,-21600.0,0
97472,0,0.092119065,42,1,5.0,5400.0,8,0,2,0,0.0,1,0,0,27000.0,-21600.0,1
97473,1,0.736699092,75,2,0.092059118,7983.0,10,0,0,0,1.0,0,0,0,734.907938994,7248.092061006,2
97474,0,0.422858656,51,0,0.424873305,7300.0,23,0,1,0,1.0,0,0,0,3101.5751265,4198.4248735,0
97475,0,0.059666997,55,0,0.172901224,5800.0,5,0,1,0,0.0,0,0,0,1002.8270991999999,4797.1729008,0
97476,0,0.362872985,56,0,0.426120232,8100.0,8,0,2,0,1.0,0,0,0,3451.5738791999997,4648.426120800001,0
97477,0,0.093512238,42,0,0.43718755,6200.0,23,0,2,0,3.0,0,0,0,2710.56281,3489.43719,0
97478,0,0.971286535,35,0,0.830409357,5300.0,7,0,4,0,2.0,0,0,0,4401.1695921,898.8304079,0
97479,0,0.087686631,63,0,5.0,1.0,10,0,0,0,0.0,0,0,0,5.0,-4.0,0
97480,0,0.935815045,41,0,0.762909091,4124.0,7,0,2,0,2.0,0,0,0,3146.237091284,977.7629087159999,0
97481,0,0.104088543,49,0,0.228342878,11000.0,10,0,2,0,2.0,0,0,0,2511.771658,8488.228342,0
97482,0,0.02133301,70,0,5.0,5400.0,9,0,1,0,0.0,1,0,0,27000.0,-21600.0,0
97483,0,0.657212583,39,0,0.433913217,5000.0,16,1,1,0,0.0,0,0,0,2169.566085,2830.433915,1
97484,0,0.562874251,56,0,0.111911129,4860.0,6,1,0,0,1.0,0,0,0,543.88808694,4316.11191306,1
97485,0,0.9999999,24,0,0.405424697,1400.0,2,0,0,0,0.0,0,0,0,567.5945758,832.4054242,0
97486,0,0.027524827,72,0,0.002190268,10500.0,11,0,0,0,0.0,0,0,0,22.997813999999998,10477.002186,0
97487,0,0.9999999,54,0,5.0,5400.0,6,0,1,0,0.0,1,0,0,27000.0,-21600.0,0
97488,0,0.656950854,28,0,0.253537736,2543.0,5,0,0,0,0.0,0,0,0,644.746462648,1898.253537352,0
97489,1,0.911043458,35,3,0.342370152,7450.0,7,0,1,0,2.0,0,0,0,2550.6576324,4899.3423676,3
97490,0,0.522603853,54,0,0.475775927,5283.0,17,0,0,0,0.0,0,0,0,2513.524222341,2769.475777659,0
97491,0,0.022249494,65,0,0.004309681,6496.0,4,0,0,0,0.0,0,0,0,27.995687776,6468.004312224,0
97492,0,0.012968345,56,0,0.251725245,12461.0,7,0,1,0,0.0,0,0,0,3136.7482779449997,9324.251722055,0
97493,0,0.117165016,62,0,0.261704682,4164.0,9,0,1,0,0.0,0,0,0,1089.738295848,3074.2617041519998,0
97494,0,0.000613622,62,0,0.422135922,2574.0,11,0,1,0,0.0,0,0,0,1086.577863228,1487.422136772,0
97495,1,0.9999999,50,0,0.111340206,3879.0,1,1,1,0,0.0,0,0,0,431.888659074,3447.111340926,1
97496,0,0.417337229,46,0,0.85305865,4756.0,6,0,2,0,2.0,0,0,0,4057.1469394,698.8530605999999,0
97497,0,0.247308293,54,0,0.814136126,1527.0,11,0,1,0,0.0,0,0,0,1243.1858644019999,283.8141355980001,0
97498,0,0.9999999,41,0,0.109343936,5532.0,3,0,0,0,2.0,0,0,0,604.890653952,4927.109346048,0
97499,0,0.489503499,52,0,0.059991178,6800.0,3,0,0,0,0.0,0,0,0,407.9400104,6392.0599896,0
97500,0,0.523252738,60,0,0.486643261,6550.0,16,0,3,0,0.0,0,0,0,3187.51335955,3362.48664045,0
97501,0,0.047015894,59,0,0.015746063,4000.0,5,0,0,0,0.0,0,0,0,62.984252000000005,3937.015748,0
97502,0,0.532385291,84,0,0.099931082,1450.0,4,0,0,0,0.0,0,0,0,144.9000689,1305.0999311,0
97503,0,0.908270161,53,1,0.659661294,4900.0,8,0,1,0,2.0,0,0,0,3232.3403405999998,1667.6596594000002,1
97504,0,0.077340952,44,1,0.670938215,4369.0,11,0,2,0,1.0,0,0,0,2931.3290613349996,1437.6709386650004,1
97505,0,0.013383918,40,0,1.520537986,2750.0,8,0,2,0,0.0,0,0,0,4181.4794615,-1431.4794615,0
97506,1,0.243157852,53,3,0.709423077,5199.0,10,2,4,0,1.0,0,0,0,3688.290577323,1510.709422677,5
97507,0,0.042478737,38,3,0.336367398,4833.0,17,0,1,0,0.0,0,0,0,1625.6636345339998,3207.336365466,3
97508,0,1.920159681,32,1,0.247766636,5484.0,4,3,0,1,0.0,0,0,0,1358.752231824,4125.247768176,5
97509,0,0.213632699,32,0,0.713510426,3500.0,17,0,1,0,1.0,0,0,0,2497.2864910000003,1002.7135089999997,0
97510,0,0.293030848,46,0,0.588941106,10000.0,13,0,1,0,2.0,0,0,0,5889.41106,4110.58894,0
97511,0,0.364644567,67,0,5.0,5400.0,2,0,1,0,0.0,1,0,0,27000.0,-21600.0,0
97512,0,0.138247425,60,0,5.0,5400.0,32,0,2,0,0.0,1,0,0,27000.0,-21600.0,0
97513,0,0.011729096,53,0,5.0,5400.0,3,0,0,0,0.0,1,0,0,27000.0,-21600.0,0
97514,1,0.966004533,34,0,0.165463108,6369.0,7,2,0,2,2.0,0,0,0,1053.834534852,5315.165465148,4
97515,0,0.056809275,40,0,0.527457314,6500.0,10,0,3,0,0.0,0,0,0,3428.4725409999996,3071.5274590000004,0
97516,0,0.304472662,54,0,1.794582393,2657.0,17,0,3,0,0.0,0,0,0,4768.205418201,-2111.2054182009997,0
97517,0,0.240394313,68,0,5.0,5400.0,13,0,2,0,0.0,1,0,0,27000.0,-21600.0,0
97518,0,0.151605306,49,1,0.160359945,4333.0,10,0,1,0,0.0,0,0,0,694.8396416850001,3638.160358315,1
97519,0,0.012732421,36,0,0.003260279,5520.0,6,0,0,0,1.0,0,0,0,17.99674008,5502.00325992,0
97520,1,0.906679794,37,0,0.454253914,5300.0,9,0,1,0,1.0,0,0,0,2407.5457441999997,2892.4542558000003,0
97521,0,0.629847976,73,0,5.0,5400.0,15,0,2,0,0.0,1,0,0,27000.0,-21600.0,0
97522,0,0.521643794,36,0,0.253912277,4536.0,7,0,0,0,0.0,0,0,0,1151.746088472,3384.2539115279997,0
97523,0,0.003251656,58,0,5.0,5400.0,12,0,0,0,0.0,1,0,0,27000.0,-21600.0,0
97524,0,0.025247108,62,0,5.0,5400.0,6,0,0,0,1.0,1,0,0,27000.0,-21600.0,0
97525,0,0.0559386,70,0,0.338665334,4000.0,10,0,2,0,0.0,0,0,0,1354.661336,2645.338664,0
97526,1,0.9999999,41,0,0.0,2100.0,0,0,0,0,0.0,0,0,0,0.0,2100.0,0
97527,0,0.0,36,0,0.143387604,3500.0,5,0,0,0,0.0,0,0,0,501.856614,2998.143386,0
97528,0,0.0,48,0,0.191645219,5050.0,6,0,1,0,2.0,0,0,0,967.8083559500001,4082.19164405,0
97529,1,0.153523081,41,1,0.396733696,9000.0,17,0,1,0,2.0,0,0,0,3570.6032640000003,5429.396736,1
97530,0,0.996710526,26,0,5.0,5400.0,6,5,0,1,0.0,1,1,0,27000.0,-21600.0,6
97531,0,0.974053997,45,4,0.234289955,8083.0,9,0,0,0,0.0,0,0,0,1893.765706265,6189.234293735,4
97532,0,0.005537799,63,0,5.0,5400.0,3,0,2,0,0.0,1,0,0,27000.0,-21600.0,0
97533,0,0.0,60,0,0.515534799,15416.0,19,0,9,0,1.0,0,0,0,7947.484461384,7468.515538616,0
97534,0,0.019997334,62,1,0.149744501,4500.0,7,0,0,0,0.0,0,0,0,673.8502545,3826.1497455,1
97535,0,0.020163306,75,0,3.0,5400.0,3,0,0,0,0.0,1,0,0,16200.0,-10800.0,0
97536,0,0.747761715,65,1,0.342244615,19450.0,8,0,4,0,1.0,0,0,0,6656.65776175,12793.34223825,1
97537,0,0.0,34,0,1.641913602,2800.0,7,0,2,0,0.0,0,0,0,4597.3580856,-1797.3580855999999,0
97538,0,0.03253721,66,0,0.215505307,6500.0,4,0,1,0,1.0,0,0,0,1400.7844955,5099.2155045,0
97539,0,0.002888247,88,0,0.0,5400.0,6,0,0,0,0.0,1,1,0,0.0,5400.0,0
97540,0,0.988828357,32,0,0.660484286,1940.0,9,0,0,0,1.0,0,0,0,1281.33951484,658.66048516,0
97541,0,0.412814896,45,0,0.304839349,10083.0,8,0,1,0,3.0,0,0,0,3073.6951559669997,7009.304844033,0
97542,0,0.052697365,70,0,5.0,5400.0,5,0,1,0,0.0,1,0,0,27000.0,-21600.0,0
97543,0,0.305960625,57,0,0.404059661,8916.0,31,0,1,0,1.0,0,0,0,3602.595937476,5313.4040625239995,0
97544,0,0.006846998,76,0,0.825174825,1000.0,11,0,1,0,0.0,0,0,0,825.1748249999999,174.82517500000006,0
97545,0,0.0,40,0,0.084149136,4800.0,2,0,0,0,2.0,0,0,0,403.9158528,4396.0841472,0
97546,0,0.008110811,80,0,5.0,5400.0,5,0,0,0,0.0,1,1,0,27000.0,-21600.0,0
97547,0,0.071763299,47,0,0.24462043,12500.0,5,0,1,0,2.0,0,0,0,3057.755375,9442.244625,0
97548,0,0.003350429,77,0,0.000461467,6500.0,3,0,0,0,0.0,0,0,0,2.9995355,6497.0004645,0
97549,0,0.091370623,58,0,0.309366824,9554.0,11,0,2,0,1.0,0,0,0,2955.690636496,6598.309363504,0
97550,0,0.781943143,27,0,0.215512754,1920.0,3,0,0,0,0.0,0,0,0,413.78448768,1506.21551232,0
97551,0,0.024676977,70,0,0.26779945,8356.0,10,0,1,0,1.0,0,0,0,2237.7322042,6118.2677958,0
97552,0,0.047158053,47,0,0.234525183,2600.0,11,0,1,0,0.0,0,0,0,609.7654758,1990.2345242000001,0
97553,0,0.657923866,75,0,0.752333257,4392.0,11,0,1,0,0.0,0,0,0,3304.247664744,1087.7523352560002,0
97554,0,0.0,60,0,5.0,5400.0,7,0,1,0,0.0,1,0,0,27000.0,-21600.0,0
97555,1,0.826948541,59,0,0.63621489,3666.0,19,0,1,0,0.0,0,0,0,2332.36378674,1333.6362132600002,0
97556,0,0.00230512,67,0,0.463634581,5100.0,13,0,1,0,0.0,0,0,0,2364.5363631,2735.4636369,0
97557,0,0.292324711,45,1,0.354707895,7890.0,12,0,1,0,3.0,0,0,0,2798.64529155,5091.3547084500005,1
97558,0,0.079085372,53,0,5.0,5400.0,2,0,0,0,0.0,1,0,0,27000.0,-21600.0,0
97559,0,0.221132231,63,0,0.257191201,6500.0,23,0,0,0,0.0,0,0,0,1671.7428065,4828.2571935,0
97560,0,0.203786414,47,0,0.184650997,5615.0,5,0,1,0,0.0,0,0,0,1036.815348155,4578.184651845,0
97561,0,0.073324246,41,0,5.0,5400.0,11,0,1,1,0.0,1,0,0,27000.0,-21600.0,1
97562,0,0.036600111,49,0,0.4132734,3781.0,14,0,1,0,0.0,0,0,0,1562.5867254,2218.4132746,0
97563,0,0.041273701,61,0,0.180198384,5443.0,9,0,0,0,2.0,0,0,0,980.8198041119999,4462.1801958880005,0
97564,0,0.030980692,49,0,0.167583242,10000.0,3,0,1,0,1.0,0,0,0,1675.83242,8324.16758,0
97565,0,0.079697343,58,0,0.179256431,11000.0,10,0,1,0,1.0,0,0,0,1971.820741,9028.179259,0
97566,1,0.9999999,44,0,1.09310889,1900.0,1,3,1,0,0.0,0,0,0,2076.906891,-176.9068910000001,3
97567,0,0.013331556,30,0,0.278046727,4750.0,4,0,1,0,0.0,0,0,0,1320.72195325,3429.2780467499997,0
97568,0,0.0,73,0,0.000285687,10500.0,13,0,0,0,0.0,0,0,0,2.9997135000000004,10497.0002865,0
97569,0,0.826917972,27,0,0.102903344,2720.0,6,0,0,0,0.0,0,0,0,279.89709568,2440.10290432,0
97570,0,0.000537625,46,0,5.0,5400.0,11,0,2,0,3.0,1,0,0,27000.0,-21600.0,0
97571,0,0.154487027,66,0,0.386956522,1839.0,5,0,0,0,0.0,0,0,0,711.613043958,1127.3869560419998,0
97572,0,0.443504996,23,0,5.0,5400.0,3,0,0,0,0.0,1,1,0,27000.0,-21600.0,0
97573,0,0.460523575,64,1,0.675324675,1000.0,10,0,1,0,0.0,0,0,0,675.3246750000001,324.67532499999993,1
97574,0,0.041918323,85,0,0.432364886,3200.0,3,0,1,0,0.0,0,0,0,1383.5676352,1816.4323648,0
97575,0,0.312036788,51,3,0.442944632,8000.0,29,0,2,0,2.0,0,0,0,3543.557056,4456.442944,3
97576,0,0.041258815,61,0,0.281590634,9907.0,13,0,1,0,1.0,0,0,0,2789.718411038,7117.281588962,0
97577,0,0.139785424,69,0,0.258489921,14634.0,7,0,1,0,1.0,0,0,0,3782.741503914,10851.258496086,0
97578,0,0.0,39,1,0.397943151,7000.0,6,0,2,0,1.0,0,0,0,2785.602057,4214.397943,1
97579,0,0.070846458,38,0,0.634360335,4900.0,6,0,1,0,2.0,0,0,0,3108.3656415,1791.6343585,0
97580,1,1.024820542,36,0,0.549725275,3639.0,9,1,0,0,1.0,0,0,0,2000.450275725,1638.549724275,1
97581,0,0.097011326,60,0,0.678053658,6000.0,9,0,3,0,0.0,0,0,0,4068.321948,1931.6780520000002,0
97582,0,0.234405993,39,0,0.176705824,4000.0,9,0,0,0,2.0,0,0,0,706.823296,3293.176704,0
97583,0,0.000529381,81,0,0.194322271,2500.0,6,0,1,0,0.0,0,0,0,485.8056775,2014.1943225,0
97584,0,0.903105969,43,0,0.543762498,6500.0,6,0,2,0,0.0,0,0,0,3534.456237,2965.543763,0
97585,0,0.243434209,62,0,5.0,0.0,9,0,1,0,0.0,0,0,0,0.0,0.0,0
97586,0,0.001428554,57,0,0.000155836,19250.0,9,0,0,0,3.0,0,0,0,2.999843,19247.000157,0
97587,0,0.035761785,77,0,0.484848485,1154.0,8,0,0,0,0.0,0,0,0,559.51515169,594.48484831,0
97588,0,0.004391179,63,0,0.007065217,1839.0,10,0,0,0,0.0,0,0,0,12.992934063,1826.007065937,0
97589,0,0.274999373,48,0,0.152113389,3950.0,6,0,0,0,1.0,0,0,0,600.84788655,3349.15211345,0
97590,0,0.237834669,37,0,5.0,5400.0,4,0,0,0,0.0,1,0,0,27000.0,-21600.0,0
97591,0,0.215115259,68,0,5.0,5400.0,4,0,0,0,0.0,1,0,0,27000.0,-21600.0,0
97592,0,0.073761386,52,0,0.407680492,3254.0,2,0,1,0,0.0,0,0,0,1326.592320968,1927.407679032,0
97593,1,1.002997003,38,0,0.807596202,2000.0,5,0,0,0,0.0,0,0,0,1615.1924040000001,384.8075959999999,0
97594,0,0.000296274,30,1,0.0,3405.0,1,0,0,0,0.0,0,0,0,0.0,3405.0,1
97595,0,0.110696941,74,0,0.313345091,1700.0,6,0,0,0,0.0,0,0,0,532.6866547000001,1167.3133453,0
97596,0,0.9999999,25,0,0.0,1386.0,1,0,0,0,0.0,0,0,0,0.0,1386.0,0
97597,0,0.0,77,0,5.0,5400.0,3,0,1,0,0.0,1,0,0,27000.0,-21600.0,0
97598,0,0.9999999,35,0,0.012341447,2916.0,0,0,0,0,0.0,0,0,0,35.987659452,2880.012340548,0
97599,0,0.451278422,47,1,5.0,1.0,9,0,1,0,0.0,0,0,0,5.0,-4.0,1
97600,0,0.024648619,50,0,0.29834527,8097.0,10,0,1,0,2.0,0,0,0,2415.70165119,5681.29834881,0
97601,0,0.0,72,0,0.0,4656.0,4,0,0,0,0.0,0,0,0,0.0,4656.0,0
97602,0,0.06852319,70,0,0.510111338,4400.0,16,0,2,0,1.0,0,0,0,2244.4898872,2155.5101128,0
97603,0,0.094145293,61,0,0.356414308,6960.0,5,0,1,0,1.0,0,0,0,2480.64358368,4479.35641632,0
97604,0,0.361805456,29,0,0.029505778,4066.0,3,0,0,0,0.0,0,0,0,119.970493348,3946.029506652,0
97605,0,0.006908777,40,0,0.285387802,7000.0,4,0,1,0,0.0,0,0,0,1997.7146140000002,5002.285386,0
97606,0,0.049966394,49,0,0.578977435,3500.0,8,0,1,0,2.0,0,0,0,2026.4210225,1473.5789775,0
97607,0,0.106884272,35,0,0.653306102,3916.0,7,0,2,0,2.0,0,0,0,2558.346695432,1357.6533045679998,0
97608,0,0.394438601,81,0,0.332340251,9733.0,22,0,1,0,0.0,0,0,0,3234.667662983,6498.332337017,0
97609,0,0.105763141,54,0,0.110842646,13243.0,4,0,1,0,0.0,0,0,0,1467.889160978,11775.110839022,0
97610,0,0.070779604,72,0,0.102772333,7141.0,4,0,0,0,0.0,0,0,0,733.897229953,6407.102770047,0
97611,0,0.259499095,28,0,0.384350268,7833.0,7,0,2,0,0.0,0,0,0,3010.615649244,4822.384350756,0
97612,1,0.510575567,32,3,0.256619145,1963.0,3,0,0,2,2.0,0,0,0,503.743381635,1459.2566183650001,5
97613,0,0.993006993,31,1,0.012687428,2600.0,4,0,0,0,0.0,0,0,0,32.9873128,2567.0126872,1
97614,0,0.110145373,65,0,0.02027027,2071.0,1,0,0,0,0.0,0,0,0,41.97972917,2029.02027083,0
97615,0,0.950166113,39,2,0.324193088,3500.0,6,1,0,1,3.0,0,0,0,1134.675808,2365.324192,4
97616,0,0.088375504,42,0,0.401411557,6800.0,13,0,1,0,2.0,0,0,0,2729.5985876,4070.4014124,0
97617,0,0.00439912,27,0,0.109051254,2750.0,4,0,0,0,0.0,0,0,0,299.8909485,2450.1090515,0
97618,0,0.9999999,41,1,5.0,5400.0,2,0,0,0,0.0,1,0,0,27000.0,-21600.0,1
97619,0,0.00888546,54,0,0.048303977,13000.0,5,0,0,0,1.0,0,0,0,627.951701,12372.048299,0
97620,0,0.465794068,54,0,0.408037773,18213.0,14,0,3,0,3.0,0,0,0,7431.591959649,10781.408040351,0
97621,0,0.852621053,28,0,5.0,5400.0,1,0,0,0,0.0,1,0,0,27000.0,-21600.0,0
97622,0,0.0,55,0,5.0,5400.0,9,0,3,0,0.0,1,0,0,27000.0,-21600.0,0
97623,0,0.652694611,29,0,0.07266436,2600.0,2,0,0,0,0.0,0,0,0,188.927336,2411.072664,0
97624,0,0.01857373,80,0,0.004665889,6000.0,3,0,0,0,0.0,0,0,0,27.995334000000003,5972.004666,0
97625,0,0.058526741,82,0,0.107683519,3500.0,3,0,0,0,0.0,0,0,0,376.8923165,3123.1076835,0
